2018,Thursday,Vandeventer Avenue,Motor Vehicle Crash - No Injury,14:33:57
2018,Thursday,Robert Road,Motor Vehicle Crash - No Injury,16:07:00
2018,Thursday,Alexander St,Motor Vehicle Crash - No Injury,17:17:29
2018,Friday,Park Place,Motor Vehicle Crash - No Injury,13:04:09
2018,Friday,Western Way,Motor Vehicle Crash - No Injury,15:16:19
2018,Sunday,Nassau Street,Motor Vehicle Crash - No Injury,17:55:57
2018,Tuesday,Alexander Street,Motor Vehicle Crash - No Injury,17:20:56
2018,Tuesday,Mercer Street,Motor Vehicle Crash - No Injury,21:47:21
2018,Wednesday,Valley Road,Motor Vehicle Crash - No Injury,20:50:06
2018,Thursday,Mercer Street,Motor Vehicle Crash - No Injury,03:59:08
2018,Thursday,Nassau Street,Motor Vehicle Crash - No Injury,18:32:51
2018,Friday,Great Road,Motor Vehicle Crash - No Injury,11:53:05
2018,Friday,South Harrison Street,Motor Vehicle Crash - No Injury,15:07:26
2018,Saturday,Mercer Street,Motor Vehicle Crash - No Injury,14:30:48
2018,Tuesday,State Road,Motor Vehicle Crash - No Injury,04:14:25
2018,Tuesday,Spring Street,Motor Vehicle Crash - No Injury,16:49:04
2018,Tuesday,North Harrison Street,Motor Vehicle Crash - No Injury,17:10:32
2018,Tuesday,North Harrison Street,Motor Vehicle Crash - No Injury,17:44:59
2018,Tuesday,Western Way,Motor Vehicle Crash - No Injury,19:01:10
2018,Tuesday,North Harrison Street,Motor Vehicle Crash - No Injury,21:19:28
2018,Wednesday,North Harrison Street,Motor Vehicle Crash - No Injury,07:40:34
2018,Wednesday,South Harrison Street,Motor Vehicle Crash - No Injury,16:08:10
2018,Thursday,North Harrison Street,Motor Vehicle Crash - No Injury,11:30:45
2018,Thursday,Witherspoon Street,Motor Vehicle Crash - No Injury,12:04:42
2018,Thursday,Washington Road,Motor Vehicle Crash - No Injury,15:11:19
2018,Friday,Ewing Street,Motor Vehicle Crash - No Injury,15:33:56
2018,Saturday,Loomis Court,Motor Vehicle Crash - No Injury,09:09:36
2018,Saturday,Millstone Road,Motor Vehicle Crash - No Injury,19:31:51
2018,Wednesday,Ivy Lane,Motor Vehicle Crash - No Injury,14:51:08
2018,Wednesday,North Harrison Street,Motor Vehicle Crash - No Injury,16:23:04
2018,Wednesday,Drakes Corner Road,Motor Vehicle Crash - No Injury,17:00:45
2018,Thursday,Hulfish Street,Motor Vehicle Crash - No Injury,11:43:32
2018,Thursday,Witherspoon Street,Motor Vehicle Crash - No Injury,18:53:36
2018,Friday,State Road,Motor Vehicle Crash - No Injury,13:25:54
2018,Sunday,State Road,Motor Vehicle Crash - Injury,09:18:00
2018,Sunday,,Motor Vehicle Crash - No Injury,15:53:08
2018,Monday,Nassau Street,Motor Vehicle Crash - No Injury,11:04:20
2018,Monday,Nassau Street,Motor Vehicle Crash - No Injury,13:46:04
2018,Tuesday,Elm Road,Motor Vehicle Crash - No Injury,09:20:03
2018,Tuesday,Bunn Drive,Motor Vehicle Crash - Injury,15:23:15
2018,Tuesday,State Road,Motor Vehicle Crash - Injury,16:02:26
2018,Tuesday,Bayard Lane,Motor Vehicle Crash - No Injury,16:36:33
2018,Wednesday,Great Road,Motor Vehicle Crash - No Injury,08:05:22
2018,Wednesday,Nassau Street,Motor Vehicle Crash - No Injury,15:53:00
2018,Thursday,Jefferson Road,Motor Vehicle Crash - Injury,10:13:09
2018,Thursday,State Road,Motor Vehicle Crash - No Injury,12:47:44
2018,Thursday,Mercer Street,Motor Vehicle Crash - No Injury,14:10:40
2018,Thursday,Mercer Street,Motor Vehicle Crash - No Injury,14:12:30
2018,Friday,Stockton Street,Motor Vehicle Crash - No Injury,13:56:09
2018,Saturday,North Harrison Street,Motor Vehicle Crash - No Injury,08:29:59
2018,Saturday,Spring Street,Motor Vehicle Crash - No Injury,15:55:01
2018,Saturday,Nassau Street,Motor Vehicle Crash - No Injury,16:48:37
2018,Saturday,Witherspoon Street,Motor Vehicle Crash - No Injury,21:03:43
2018,Sunday,Jefferson Road,Motor Vehicle Crash - Injury,01:35:23
2018,Monday,Alexander Street,Motor Vehicle Crash - No Injury,09:31:56
2018,Monday,North Harrison Street,Motor Vehicle Crash - No Injury,14:02:08
2018,Monday,Herrontown Road,Motor Vehicle Crash - No Injury,15:33:33
2018,Monday,Valley Road,Motor Vehicle Crash - No Injury,15:53:47
2018,Wednesday,Nassau Street,Motor Vehicle Crash - No Injury,09:42:56
2018,Wednesday,Nassau Street,Motor Vehicle Crash - No Injury,17:14:57
2018,Thursday,University Place,Motor Vehicle Crash - No Injury,00:23:47
2018,Thursday,Bunn Drive,Motor Vehicle Crash - Injury,11:30:24
2018,Thursday,Washington Road,Motor Vehicle Crash - No Injury,11:32:13
2018,Friday,Cherry Valley Road,Motor Vehicle Crash - Injury,07:42:46
2018,Friday,Great Road,Motor Vehicle Crash - No Injury,08:37:58
2018,Friday,Alexander Street,Motor Vehicle Crash - No Injury,17:35:09
2018,Friday,Alexander Street,Motor Vehicle Crash - No Injury,18:44:45
2018,Saturday,Great Road,Motor Vehicle Crash - No Injury,11:44:39
2018,Sunday,State Road,Motor Vehicle Crash - No Injury,14:43:06
2018,Monday,Cherry Hill Road,Motor Vehicle Crash - No Injury,13:25:58
